,level_0,index,Unnamed: 0,title,ingredients,directions,link,source,NER
50,266152,743162,743162,Scallop Cabbage,"[""1 medium cabbage"", ""2 Tbsp. chopped pepper"", ""2 Tbsp. pimento, chopped"", ""6 slices crisp bacon"", ""1 c. grated cheese"", ""1 1/2 c. white sauce"", ""1/2 c. buttered bread crumbs""]","[""Chop cabbage; boil and drain well."", ""Layer cabbage, pepper, pimento, bacon and cheese."", ""Pour the white sauce over all and top with bread crumbs."", ""Bake at 375\u00b0 for 10 to 15 minutes."", ""Serves 8 to 10.""]",www.cookbooks.com/Recipe-Details.aspx?id=911679,Gathered,"[""cabbage"", ""pepper"", ""pimento"", ""bacon"", ""grated cheese"", ""white sauce"", ""buttered bread crumbs""]"
51,327771,1438935,1438935,Crustless Smoked Salmon Quiche With Dill,"[""1 1/4 cups fat-free evaporated milk"", ""1/4 cup fat-free sour cream"", ""1 teaspoon Dijon mustard"", ""4 large egg whites"", ""1 large egg"", ""1/2 cup (2 ounces) shredded Gouda cheese"", ""1/2 cup thinly sliced green onions"", ""1/4 cup thinly sliced smoked salmon, chopped (about 2 ounces)"", ""2 tablespoons chopped fresh dill"", ""1/2 teaspoon black pepper"", ""Cooking spray""]","[""Preheat oven to 350\u00b0."", ""Combine first 5 ingredients in a large bowl, stirring with a whisk. Stir in cheese, onions, salmon, dill, and pepper. Pour egg mixture into a 9-inch pie plate coated with cooking spray. Bake at 350\u00b0 for 35 minutes. Let stand 15 minutes.""]",www.myrecipes.com/recipe/crustless-smoked-salmon-quiche-with-dill,Gathered,"[""milk"", ""sour cream"", ""mustard"", ""egg whites"", ""egg"", ""Gouda cheese"", ""green onions"", ""salmon"", ""dill"", ""black pepper"", ""Cooking spray""]"
52,259501,37914,37914,Chicken Casserole,"[""2 (10 oz.) pkg. cut-up broccoli, thawed and drained"", ""3 c. cut-up chicken or turkey breast meat"", ""2 cans cream of mushroom soup, undiluted"", ""2 Tbsp. butter or margarine"", ""1/4 lb. Velveeta cheese"", ""1 can mushrooms, drained"", ""2 Tbsp. lemon juice""]","[""An herb-seasoned spread in the pan crust filled with a hearty chicken and vegetable mixture.""]",www.cookbooks.com/Recipe-Details.aspx?id=186267,Gathered,"[""broccoli"", ""chicken"", ""cream of mushroom soup"", ""butter"", ""Velveeta cheese"", ""mushrooms"", ""lemon juice""]"
53,441545,855752,855752,Orange Dream Dessert,"[""1 envelope unflavored gelatin"", ""3/4 c. boiling water"", ""2 tsp. orange flavored concentrated punch"", ""1 tsp. vanilla extract"", ""1/2 c. cold water"", ""ice cubes"", ""1 pt. vanilla ice cream"", ""orange slices (optional)""]","[""Combine gelatin and sugar; add boiling water and stir until gelatin is dissolved."", ""Stir in punch concentrate and vanilla. Combine 1/2 cup cold water with crushed ice cubes to make 1 1/2 cups."", ""Add to gelatin mixture."", ""Stir until thickened; with whisk, blend ice cream into gelatin mixture until smooth."", ""Spoon into 6 dessert glasses."", ""Refrigerate for 30 minutes."", ""Garnish with orange slices and whipped cream, if desired.""]",www.cookbooks.com/Recipe-Details.aspx?id=1006657,Gathered,"[""unflavored gelatin"", ""boiling water"", ""orange flavored"", ""vanilla extract"", ""cold water"", ""vanilla ice cream"", ""orange slices""]"
54,365310,1851725,1851725,Authentic Greek Tzatziki Sauce,"[""1 cup Plain Greek Yogurt"", ""1/2 cups Sour Cream"", ""13 cups Olive Oil"", ""1 whole Seedless Cucumber, Peeled, Grated And Squeezed"", ""3 cloves Garlic, Mashed"", ""2 Tablespoons Lemon Juice"", ""2 Tablespoons Finely Chopped Fresh Dill"", ""1 Tablespoon Red Wine Vinegar""]","[""In a medium bowl, combine everything."", ""Stir until well combined."", ""If you have time, chill before serving."", ""Note: Will keep in the refrigerator 2-3 days."", ""Stir before serving.""]",tastykitchen.com/recipes/appetizers-and-snacks/authentic-greek-tzatziki-sauce-2/,Recipes1M,"[""Greek Yogurt"", ""Sour Cream"", ""Olive Oil"", ""Cucumber"", ""Garlic"", ""Lemon Juice"", ""Fresh Dill"", ""Red Wine Vinegar""]"
55,402719,1964348,1964348,Homestyle Macaroni & Cheese,"[""2 cups uncooked dried elbow macaroni"", ""1/4 cup Land O Lakes Butter"", ""2 tablespoons all-purpose flour"", ""2 cups Land O Lakes Half & Half"", ""1 (8-ounce) package cream cheese, softened"", ""2 teaspoons country-style Dijon mustard"", ""1/2 teaspoon salt"", ""1/4 to 1/2 teaspoon pepper"", ""10 (3/4-ounce) slices Land O Lakes Deli White American, quartered"", ""1 cup panko bread crumbs"", ""2 tablespoons Land O Lakes Butter, melted"", ""2 tablespoons chopped fresh parsley""]","[""Heat oven to 400F."", ""Cook macaroni according to package directions."", ""Drain."", ""Melt 1/4 cup butter in 3-quart saucepan until sizzling; stir in flour."", ""Cook over medium heat, stirring occasionally, 1 minute or until smooth and bubbly."", ""Add half & half, cream cheese, mustard, salt and pepper."", ""Continue cooking, stirring occasionally, 3-4 minutes or until sauce is thickened."", ""Stir in cooked macaroni and American."", ""Spoon into ungreased 2-quart casserole."", ""Stir together all crumb topping ingredients in bowl; sprinkle over macaroni mixture."", ""Bake 15-20 minutes or until heated through and golden brown.""]",www.landolakes.com/recipe/1934/homestyle-macaroni-cheese,Recipes1M,"[""macaroni"", ""Butter"", ""flour"", ""cream cheese"", ""country-style"", ""salt"", ""pepper"", ""White American"", ""bread crumbs"", ""Butter"", ""parsley""]"
56,28232,861688,861688,Coconut Cookies,"[""1 c. brown Sugar Twin"", ""1 c. white Sugar Twin"", ""1 c. margarine"", ""1 1/2 tsp. soda"", ""3 c. flour"", ""1/2 tsp. salt"", ""1 c. coconut"", ""2 eggs"", ""1 tsp. cream of tartar"", ""1 tsp. vanilla"", ""1/2 c. brown sugar""]","[""Mix sugars, margarine, vanilla and eggs."", ""Mix well."", ""Add dry ingredients; mix well."", ""Add coconut."", ""Drop by teaspoon on greased cookie sheet."", ""Bake 8 to 10 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=990853,Gathered,"[""brown Sugar"", ""white Sugar"", ""margarine"", ""soda"", ""flour"", ""salt"", ""coconut"", ""eggs"", ""cream of tartar"", ""vanilla"", ""brown sugar""]"
57,460156,347875,347875,Stuffed Cabbage,"[""1 large head cabbage"", ""2 lb. hamburger"", ""1 c. bread crumbs"", ""2 c. Minute rice"", ""1/4 c. margarine"", ""2 eggs"", ""1 c. water""]","[""Cook cabbage until leaves are tender enough to roll."", ""Let cabbage cool to touch."", ""Cook rice as directed on package."", ""Mix hamburger, bread crumbs, water and eggs together."", ""Add rice after it has cooled off."", ""Put combined ingredients in cabbage leaves, folding the leaves over filling."", ""Use leftover cabbage to line bottom of pot to prevent burning."", ""Put stuffed cabbage in pot, adding enough water to steam (1 1/2 cups)."", ""Add margarine on top. Steam 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=737384,Gathered,"[""head cabbage"", ""hamburger"", ""bread crumbs"", ""rice"", ""margarine"", ""eggs"", ""water""]"
58,67391,1418294,1418294,Freddy’S Hand Pie,"[""3 refrigerated pie crusts (from 2 [14.1-oz.] pkg.)"", ""1 large egg, lightly beaten"", ""1/4 cup canned cherry pie filling"", ""Milkshake straw"", ""2 drops brown food coloring"", ""Silver edible food spray""]","[""Preheat oven to 425\u00b0F. Unroll pie crusts on work surface. Cut 1 (9- x 6-inch) hand from each of 2 pie crusts. Cut 1 (6- x 6-inch) glove plate from third pie crust. Use dough scraps to create 4 (3 1/2-inch) \""blades\"" by rolling thin ropes that taper at the ends."", ""Use milkshake straw to stamp out 7 small circles from dough scraps. Dab each circle with egg wash, and place on glove plate (1 below each knuckle, and remaining 3 evenly along base of plate). Mix brown food coloring into remaining egg wash; lightly brush across entire glove plate.""]",www.myrecipes.com/recipe/freddys-hand-pie,Gathered,"[""] pkg."", ""egg"", ""cherry pie filling"", ""straw"", ""food spray""]"
59,467667,1548291,1548291,Game Of Thrones White Walker Blue Cocktail,"[""FOR THE DRAGON GLASS CANDY:"", ""150 grams Sugar"", ""150 milliliters Water"", ""2 drops Blue Food Colouring"", ""FOR THE COCKTAIL:"", ""2 Tablespoons Kosher Salt"", ""2 drops Blue Food Colouring"", ""1 Lemon Wedge"", ""1 cup Crushed Ice, Or As Needed"", ""44.4 milliliters Vodka"", ""29.6 milliliters Blue Curacao"", ""1 cup Lemonade, Or As Needed""]","[""For the dragon glass candy:"", ""Put sugar and water in a pan, then bring it up to a boil over the stove. Once syrup is boiling, turn heat down to medium heat. After approximately 10-15 minutes, you should start to see the syrup go slightly golden."", ""Once the sugar syrup turns into caramel (meaning it's a nice golden colour), turn heat off and then carefully add a small drop of blue food colouring and mix it through. Pour the caramel out onto greaseproof paper or a silicone mat, then wait for it to cool."", ""For the White Walker cocktail:"", ""Put glass in the freezer for about 5 minutes."", ""Put salt on a plate, then add 1 to 2 drops of food colouring and smear it on the salt. Mix it through until salt turns blue, then spread it out a bit onto the plate. Take the glass out of the freezer, rub the lemon wedge around the rim of the glass, then dip the wet rim into the blue salt."", ""Fill a quarter of the glass with crushed ice, then add vodka, blue curacao and then squeeze in the juice of the lemon wedge. Slowly mix everything together with a spoon."", ""Top the cocktail up with lemonade, then finish it off with a little more crushed ice if you wish. Finally, break off long shards of the candy and stick it into the cocktail to make it look really cool. Serve the drink straightway and enjoy!""]",tastykitchen.com/recipes/drinks/game-of-thrones-white-walker-blue-cocktail/,Gathered,"[""GLASS"", ""Sugar"", ""Water"", ""drops"", ""COCKTAIL"", ""Kosher Salt"", ""drops"", ""Lemon"", ""Vodka"", ""milliliters""]"
60,58050,2048710,2048710,I Could Eat Them All Summer Long Open Face Sandwiches,"[""2 -4 thick slices heirloom tomatoes"", ""2 thick slices fresh rosemary bread"", ""2 thick slices artisanal cheese""]","[""Lightly toast the bread slices."", ""Top each slice of bread with a slice of cheese then a slice of tomato."", ""The tomato and cheese should cover the bulk of the bread."", ""Savor the flavor.""]",www.food.com/recipe/i-could-eat-them-all-summer-long-open-face-sandwiches-518226,Recipes1M,"[""tomatoes"", ""rosemary bread"", ""artisanal cheese""]"
61,398876,492354,492354,Low Country Shrimp Boil,"[""5 lb. smoked Hillshire Farm sausage"", ""15 to 20 small new potatoes"", ""1 Tbsp. Seafood Seasoning"", ""16 half ears of corn"", ""5 lb. raw shrimp""]","[""Wash potatoes well."", ""Cut sausage into 2 or 3-inch pieces. Fill a 10-quart pot half full of water."", ""Put sausage, potatoes and seasoning in pot."", ""Cook until potatoes are almost done, about 15 minutes."", ""Add corn and cook 5 to 10 minutes."", ""Add shrimp and cook until shells turn pink."", ""Add salt if desired."", ""Drain and serve from pot."", ""Cook outside if possible.""]",www.cookbooks.com/Recipe-Details.aspx?id=142606,Gathered,"[""sausage"", ""potatoes"", ""corn"", ""shrimp""]"
62,32099,610592,610592,Sweet Potato Casserole,"[""nonstick cooking spray"", ""1 large (40 oz.) can sweet potatoes"", ""1/2 c. applesauce"", ""1/4 c. brown sugar"", ""few shakes nutmeg"", ""1 (21 oz.) can apple pie filling (wedges)"", ""6 double graham crackers, crushed"", ""1 Tbsp. margarine""]","[""Drain most of liquid from potatoes and mash in bowl; add applesauce and brown sugar and blend well."", ""Spray nonstick cooking spray on bottom and sides of casserole."", ""Spread 1/2 sweet potato mixture on the bottom; layer pie filling over potatoes and sprinkle with nutmeg, then layer the rest of sweet potatoes. Cover with graham cracker crumbs and dot with margarine."", ""Bake, uncovered, at 350\u00b0 until it is hot and bubbly and top is slightly brown, 1/2 hour to 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=637987,Gathered,"[""nonstick cooking spray"", ""sweet potatoes"", ""applesauce"", ""brown sugar"", ""nutmeg"", ""apple pie filling"", ""graham crackers"", ""margarine""]"
63,142652,86650,86650,Buttercream Frosting,"[""1/2 c. oleo"", ""1/2 c. Crisco"", ""1 1/2 tsp. vanilla"", ""5 c. sifted confectioners sugar"", ""3 Tbsp. milk""]","[""Cream oleo and Crisco with electric mixer."", ""Add vanilla. Gradually add sugar, one cup at a time, beating well on medium speed."", ""Scrape sides and bottom of bowl often."", ""When all sugar has been mixed in, icing will appear dry."", ""Add milk and beat at medium speed for 2 or 3 minutes."", ""Will frost your favorite boxed cake mix.""]",www.cookbooks.com/Recipe-Details.aspx?id=911282,Gathered,"[""oleo"", ""Crisco"", ""vanilla"", ""confectioners sugar"", ""milk""]"
64,146034,1453073,1453073,Horseradish-Crusted Pork Tenderloin,"[""1 1/4 pounds Brussels sprouts"", ""1 teaspoon cumin seeds"", ""2 teaspoons olive oil, plus extra for pan"", ""1/4 teaspoon salt"", ""1/4 teaspoon freshly ground pepper"", ""2 1/2 pounds sweet potatoes"", ""2 (1-pound) pork tenderloins, trimmed"", ""4 tablespoons reduced-fat mayonnaise"", ""1 cup panko (Japanese breadcrumbs)"", ""1/2 cup chopped scallions (green part only)"", ""3 tablespoons drained prepared horseradish"", ""2 tablespoons lime juice""]","[""Preheat oven to 425\u00b0. Cut sprouts into 1/4-inch-thick slices; toss on a baking sheet with next 4 ingredients (through pepper). Roast in upper third of oven, stirring occasionally for 25 minutes or until crisp and tender; set aside."", ""Reduce oven temperature to 400\u00b0. Prick sweet potatoes with a fork, and wrap in foil. Roast in middle of oven for 1 hour 15 minutes or until tender. Let cool; peel. Mash until almost smooth; cover and keep warm."", ""Meanwhile, place tenderloins on a lightly oiled baking sheet; spread each with 2 tablespoons mayonnaise. Toss panko, scallions, and horseradish in a bowl; pat onto tops and sides of pork. Roast in lower third of oven for 45 minutes while potatoes bake."", ""Transfer pork to a cutting board. Cover with foil; let stand for 10 minutes. Meanwhile, reheat Brussels sprouts in pan for 5 minutes or until hot. Transfer to a bowl; toss with lime juice. Cut 1 tenderloin and one-fourth of the other into slices. Evenly divide half the sprouts and mashed sweet potatoes among 4 plates; serve with sliced pork.""]",www.myrecipes.com/recipe/horseradish-crusted-pork-tenderloin,Gathered,"[""Brussels"", ""cumin seeds"", ""olive oil"", ""salt"", ""freshly ground pepper"", ""sweet potatoes"", ""pork tenderloins"", ""mayonnaise"", ""scallions"", ""horseradish"", ""lime juice""]"
65,290954,1383602,1383602,Sunset Punch,"[""1 tablespoon agave syrup"", ""2 cups orange juice"", ""750 milliliters (1 bottle) sparkling rose wine"", ""1 lime, sliced thin""]","[""Pour the syrup into the bottom of a decorative pitcher. Add the orange juice and then slowly add the Rose, a little at a time to avoid it bubbling over. Add ice and sliced limes. Serve.""]",food52.com/recipes/23715-sunset-punch,Gathered,"[""syrup"", ""orange juice"", ""milliliters"", ""lime""]"
66,202707,2119672,2119672,Peanut Butter Cup Cookies,"[""1 12 cups brown sugar, firmly packed"", ""12 lb margarine or 12 lb butter, softened"", ""34 cup peanut butter (not reduced-fat)"", ""2 large eggs"", ""2 teaspoons vanilla"", ""1 12 cups all-purpose flour"", ""13 cup baking cocoa"", ""1 teaspoon baking soda"", ""14 teaspoon salt (optional)"", ""2 cups quick-cooking oats or 2 cups old fashioned oats, uncooked"", ""9 ounces peanut butter cups, unwrapped and cut into quarters (about 35 miniature candies)""]","[""Heat oven to 350F In large bowl, beat sugar, margarine and peanut butter until creamy."", ""Add eggs and vanilla; beat well."", ""Add combined flour, cocoa, baking soda and salt; mix well."", ""Add oats and candy; mix well."", ""Drop dough by level 1/4 cup portions 3 inches apart onto ungreased cookie sheets."", ""Bake 12 to 14 minutes or until cookies are slightly firm to the touch."", ""(Do not overbake.)"", ""Cool 1 minute on cookie sheets; remove to wire rack."", ""Cool completely."", ""Store tightly covered.""]",www.food.com/recipe/peanut-butter-cup-cookies-135704,Recipes1M,"[""brown sugar"", ""margarine"", ""peanut butter"", ""eggs"", ""vanilla"", ""flour"", ""baking cocoa"", ""baking soda"", ""salt"", ""quick-cooking oats"", ""peanut butter""]"
67,30346,396888,396888,Breakfast Cookies,"[""1 c. unsifted flour (all-purpose)"", ""3/4 c. sugar"", ""1/4 tsp. soda"", ""1/2 c. crisp, well drained bacon bits (8 to 10 slices)"", ""1/2 c. Chiffon soft oleo"", ""2 c. cornflakes""]","[""Mix the first 3 ingredients together. Add the bacon bits and oleo."", ""Mix until well blended."", ""Stir in the cornflakes."", ""Drop 2-inches apart on ungreased sheet."", ""Bake until lightly browned. Don't let them burn.""]",www.cookbooks.com/Recipe-Details.aspx?id=184282,Gathered,"[""flour"", ""sugar"", ""soda"", ""crisp"", ""oleo"", ""cornflakes""]"
68,260928,673075,673075,Pecan Krispies,"[""1/2 c. shortening"", ""1/2 c. butter"", ""2 1/2 c. brown sugar"", ""2 eggs, beaten"", ""2 1/2 c. flour"", ""1/2 tsp. soda"", ""1/4 tsp. salt"", ""1 to 1 1/2 c. pecans, chopped""]","[""Bake at 350\u00b0 until light brown.""]",www.cookbooks.com/Recipe-Details.aspx?id=261113,Gathered,"[""shortening"", ""butter"", ""brown sugar"", ""eggs"", ""flour"", ""soda"", ""salt"", ""pecans""]"
69,104100,662827,662827,Carrot Pudding,"[""1 1/2 lb. carrots"", ""1 c. brown sugar"", ""2 tsp. baking powder"", ""4 eggs"", ""1 1/2 c. flour"", ""1 pinch baking soda"", ""1 pinch salt"", ""1/2 lb. melted margarine""]","[""Cook carrots and mash them."", ""Add cooled margarine."", ""Add eggs. Mix flour, baking soda and salt; add to first mixture."", ""Add sugar. Grease a 2-quart casserole."", ""Pour in mixture."", ""Bake for 1 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=873425,Gathered,"[""carrots"", ""brown sugar"", ""baking powder"", ""eggs"", ""flour"", ""baking soda"", ""salt"", ""margarine""]"
70,44727,1079803,1079803,Spicy Cheese Dip With Ground Beef,"[""1 lb lean ground beef"", ""1/4 cup onions, finely chopped or 3/4 teaspoon garlic powder"", ""1/2 large onion, finely chopped"", ""1 1/2 lbs Velveeta cheese, cubed"", ""15 ounces rotel tomatoes with green chili peppers"", ""tortilla chips, scoop-shaped, for serving""]","[""Brown ground beef and 1/4 cup onions in a large nonstick skillet. Break apart as needed. Drain."", ""Combine beef with remaining ingredients in slow cooker."", ""Cook on LOW 2 1/2 hours, or until cheese is melted."", ""Serve from slow cooker with scoop-shaped tortilla chips."", ""TIP: The smaller the Velveeta chunks, the faster they will melt."", ""VARIATION: Instead of the 1/4 cup onions, use 3/4 teaspoon garlic powder.""]",www.food.com/recipe/spicy-cheese-dip-with-ground-beef-504552,Gathered,"[""lean ground beef"", ""onions"", ""onion"", ""Velveeta cheese"", ""tomatoes"", ""tortilla chips""]"
71,135589,1326182,1326182,Homemade Poultry Seasoning ,"[""1 teaspoon each:"", ""crumbled dried rosemary"", ""crumbled dried sage"", ""dried thyme"", ""dried marjoram"", ""celery salt"", ""1/4 teaspoon fresh ground pepper""]","[""Directions:"", ""Crush together using a mortar and pestle, mini food processor, or spice grinder.""]",www.epicurious.com/recipes/member/views/homemade-poultry-seasoning-1229330,Gathered,"[""rosemary"", ""sage"", ""thyme"", ""marjoram"", ""celery salt"", ""fresh ground pepper""]"
72,418124,86789,86789,Cheese Sauce For Veggies(For Broccoli And Cauliflower Especially.)  ,"[""1/3 c. plain yogurt"", ""2 Tbsp. mayo"", ""1/2 tsp. brown mustard"", ""1 c. grated cheese""]","[""Heat yogurt, mayo and mustard on stove top or in microwave. Add cheese and heat until melted."", ""Stir during heating to keep smooth."", ""Serve over broccoli, cauliflower, baked potatoes, you name it!""]",www.cookbooks.com/Recipe-Details.aspx?id=319783,Gathered,"[""plain yogurt"", ""mayo"", ""brown mustard"", ""grated cheese""]"
73,333461,61857,61857,Candy Bar Cake,"[""3 (2.15 oz.) chocolate-coated, caramel and creamy nougat candy bars, chopped"", ""1 c. butter, softened"", ""4 large eggs"", ""1 tsp. vanilla extract"", ""3 c. all-purpose flour"", ""1/2 tsp. baking soda"", ""1 c. buttermilk"", ""1 c. chopped pecans""]","[""Combine candy bars and 1/2 cup butter in a heavy saucepan; place over medium heat and stir constantly until candy bars melt. Set aside."", ""Beat remaining 1/2 cup butter at medium speed with an electric mixer, about 2 minutes or until soft and creamy. Gradually add sugar, beating at medium speed for 5 to 7 minutes. Add eggs, one at a time, beating just until yellow disappears. Stir in vanilla."", ""Combine flour and soda; add to creamed mixture alternately with buttermilk, beginning and ending with flour mixture."", ""Mix at low speed, just until blended, after each addition."", ""Stir in pecans and candy bar mixture."", ""Pour batter into a greased and floured 10-inch tube pan."", ""Bake at 325\u00b0 for 1 hour and 25 minutes or until a wooden pick inserted in center comes out clean."", ""Cool in pan for 15 minutes on wire rack."", ""Remove from pan, let cool completely on wire rack.""]",www.cookbooks.com/Recipe-Details.aspx?id=205025,Gathered,"[""chocolate"", ""butter"", ""eggs"", ""vanilla extract"", ""all-purpose"", ""baking soda"", ""buttermilk"", ""pecans""]"
74,410378,2176806,2176806,Small Stir Fry Veg Pockets,"[""16 ounces stir fry vegetables frozen"", ""1 x broccoli florets"", ""1 x carrots"", ""1 x water chestnuts"", ""1 x green bell peppers or red"", ""1 x celery"", ""1 x mushrooms"", ""1 x snow pea pods"", ""2 tablespoons vegetable oil"", ""4 each pita bread rounds whole wheat"", ""1/2 cup orange juice"", ""2 teaspoons cornstarch"", ""2 tablespoons honey"", ""1/4 teaspoon garlic powder"", ""1 tablespoon vinegar"", ""1/4 teaspoon ginger ground"", ""1 tablespoon soy sauce, tamari""]","[""Prepare sauce by combining all ingredients in measuring cup."", ""Set aside."", ""Heat large skillet or wok on medium high."", ""Add oil."", ""When oil's hot, add vegetables and cook and stir until vegetables are tender but still crisp."", ""Do not over cook."", ""Add sauce and cook, stirring constantly until thick."", ""Trim sides of pita bread and gently separate each into 2 layers."", ""Brush outside of each half with oil if desired."", ""Place 4 halves on grid oiled side down."", ""Spoon vegetables on pita over each pocket."", ""Top with remaining bread."", ""Close lid and cook 3 to 5 minutes or until heated through and sealed.""]",recipeland.com/recipe/v/small-stir-fry-veg-pockets-47216,Recipes1M,"[""broccoli florets"", ""carrots"", ""water"", ""green bell peppers"", ""celery"", ""mushrooms"", ""snow"", ""vegetable oil"", ""bread"", ""orange juice"", ""cornstarch"", ""honey"", ""garlic"", ""vinegar"", ""ginger ground"", ""soy sauce""]"
75,394777,1606874,1606874,Salty-Caramel Apple Pie,"[""1 pie crust dough 9 inch Pillsbury, at room temperature"", ""6 cups apples Northern Spy or McIntosh"", ""1/2 lemon"", ""1 cup Sugar in the Raw Natural Cane Turbinado Sugar"", ""1/4 cup all purpose flour"", ""1/4 teaspoon cinnamon"", ""1/4 teaspoon nutmeg"", ""1/4 teaspoon salt"", ""1 teaspoon vanilla"", ""4 tablespoons heavy cream"", ""4 tablespoons salted butter"", ""1/2 cup all purpose flour"", ""3 tablespoons sugar"", ""3 tablespoons salted butter cut in to dice-sized cubes"", ""2 cups peanut Planters, Bar Originals, 1.6 ounces each, crushed-* if you cannot find these bars in your area, s"", ""1/2 teaspoon fleur de sel sea salt crystals""]","[""Preheat oven to 350 degrees F."", ""Secure uncooked pie crust in a 9-inch circular glass/aluminum pie pan. Using a fork, gently prick the bottom of the pie shell, to vent."", ""Peel and slice apples. Sprinkle with juice from 1/2 of a lemon, making sure to catch seeds."", ""In a separate bowl, combine dry ingredients. Pour over apples and toss to mix. Add vanilla and cream."", ""In a heavy skillet, melt butter over medium-low heat. Add apple mixture and stir frequently for approximately 8-minutes - this will soften the apples. Remove from heat and set aside."", ""To make the streusel topping, combine flour, sugar, and butter in a small bowl. Using clean hands and a fork, lightly toss ingredients until course crumbs form. Add crushed Planters Peanut Bars and toss."", ""Pour apple mixture in to pie shell. Evenly coat with streusel topping. Sprinkle with fleur-de-sel (sea salt crystals)."", ""Bake pie for 40-minutes in a 350 degrees F oven.""]",www.yummly.com/recipe/Salty-Caramel-Apple-Pie-1673495,Gathered,"[""crust"", ""apples Northern Spy"", ""lemon"", ""Sugar"", ""flour"", ""cinnamon"", ""nutmeg"", ""salt"", ""vanilla"", ""heavy cream"", ""butter"", ""flour"", ""sugar"", ""butter"", ""peanut Planters"", ""fleur de""]"
76,172190,93603,93603,Appetizer Meatballs,"[""2 lb. ground beef"", ""1 egg"", ""1 large onion, grated"", ""1 (12 oz.) bottle chili sauce"", ""1 Tbsp. lemon"", ""3/4 c. grape jelly""]","[""Combine first 3 ingredients and form into meatballs."", ""Mix next 3 ingredients in pan and cook until it comes to a boil."", ""Add the meatballs and let simmer at least 30 minutes."", ""The longer they cook, the more of the sauce flavor they have.""]",www.cookbooks.com/Recipe-Details.aspx?id=270568,Gathered,"[""ground beef"", ""egg"", ""onion"", ""chili sauce"", ""lemon"", ""grape jelly""]"
77,184038,2101203,2101203,Chicken Roll,"[""3 large onions"", ""2 carrots"", ""1 zucchini"", ""10 tomatoes"", ""250 g sausages"", ""3 eggs"", ""150 g cheese, grated"", ""2 garlic cloves"", ""2 tablespoons chopped parsley"", ""1 large chicken breast, deboned"", ""3 hard-boiled eggs"", ""1 -2 cup chicken broth"", ""1 teaspoon unflavored gelatin""]","[""For the filling:."", ""Mix in a bowl chopped 3 large onions, 2 carrots, grated 1 zucchini, chopped 10 tomatoes and 250 grams of finely minced sausages."", ""Salt and pepper to taste."", ""In another bowl, mix 2 eggs, 150 grams of grated cheese, 2 cloves garlic, minced 2 tablespoons chopped parsley."", ""Pour on the advance preparation and mix by kneading with your hands to integrate well."", ""Put over transparent plastic sheet a boneless chicken breast and arrange on filling the entire surface, leaving the edges free."", ""Arrange on the filling 2 or 3 hard boiled eggs (depending on size of chicken) and sprinkle the filling with a teaspoon unflavored gelatin powder."", ""With the aid of plastic wrap around and around and adjust."", ""Puncture the plastic sheet not to erupt in cooking."", ""In a cooking mold cover 2 / 3 parts with chicken broth."", ""Arrange the roll wrapped in aluminum foil and cook in a preheated oven at 200 C for 1 hour and 40 minutes."", ""Remove the foil, transparent paper, cut and serve hot."", ""This recipe also can be prepared in a pot with plenty of salted water, simmer for 2 hours.""]",www.food.com/recipe/chicken-roll-363861,Recipes1M,"[""onions"", ""carrots"", ""zucchini"", ""tomatoes"", ""sausages"", ""eggs"", ""cheese"", ""garlic"", ""parsley"", ""chicken breast"", ""eggs"", ""chicken broth"", ""unflavored gelatin""]"
78,327582,1910085,1910085,"Pork, Mushroom and Roasted Red Pepper Pasta","[""1 box (16 Oz. Box) Farfalle Pasta"", ""1 Tablespoon Olive Oil"", ""8 ounces, weight Mushrooms, Roughly Chopped"", ""1 jar 12 Oz Jar, Of Roasted Red Peppers And Garlic, Sliced (reserve The Juice)"", ""4 cups Shredded Cooked Pork"", ""Sea Salt And Table Salt"", ""Grated Parmesan Cheese (optional)""]","[""1."", ""Heat a pot full of water to cook the pasta."", ""Salt the water with sea salt when it boils, then add farfalle."", ""Cook for 11-12 minutes or according to your package instructions for al dente."", ""When done drain it but reserve about a cup of the pasta water (see note)."", ""2."", ""In the meantime heat a skillet over medium heat."", ""Saute mushrooms in olive oil over medium heat until softened."", ""Season with a dash of table salt."", ""3."", ""Add roasted red peppers and pork."", ""4."", ""Pour reserved roasted red pepper juice over meat and veggie mixture."", ""Cook until the mixture is heated through."", ""5."", ""When pasta is done, drain it and pour it into a large serving bowl."", ""6."", ""Add sauce and mix."", ""7."", ""Sprinkle with cheese."", ""Enjoy!"", ""Note: If you need moisture in your pasta, use about 1/4 cup of the reserved pasta water and pour it over the pasta before adding sauce."", ""Also you can pour olive oil over the pasta instead.""]",tastykitchen.com/recipes/main-courses/pork-mushroom-and-roasted-red-pepper-pasta/,Recipes1M,"[""Pasta"", ""Olive Oil"", ""weight Mushrooms"", ""Red Peppers"", ""Salt"", ""Parmesan Cheese""]"
